to|то
kojejǫ|коѥѭ
volstьjǫ|властиѭ
si|си
tvoŕǫ|творѭ
i|и
načętъ|начѧтъ
jimъ|имъ
pritъčǞmi|притъчами
golgolati|глаголати
vinogordъ|виноградъ
čьlověkъ|чьловѣкъ
nasadi|насади
i|и
ogordi|огради
jь|и
oplotomь|оплотомь
i|и
jьskopa|ископа
točidlo|точило
i|и
sъzьda|съзьда
stl̥pъ|стлъпъ
i|и
vъdastъ|въдастъ
jь|и
tęžǞteĺemъ|тѧжател҄емъ
i|и
otide|отиде
i|и
posъla|посъла
kъ|къ
tęžǞteĺemъ|тѧжател҄емъ
orbъ|рабъ
vъ|въ
vermę|врѣмѧ
da|да
otъ|отъ
tęžǞtelъ|тѧжателъ
prijьmetъ|прииметъ
otъ|отъ
plodъ|плодъ
vinogorda|винограда
oni|они
že|же
jьmъše|имъше
jь|и
bišę|бишѧ
i|и
posъlašę|посълашѧ
tъščь|тъщь
i|и
paky|пакъі
posъla|посъла
kъ|къ
ńimъ|н҄имъ
drugъjь|дроугъіи
orbъ|рабъ
i|и
togo|того
kamenьjemь|камениѥмь
bivъše|бивъше
probišę|пробишѧ
golvǫ|главѫ
jemu|ѥмоу
i|и
posъlašę|посълашѧ
beščьstьna|бещьстьна
i|и
paky|пакъі
jьnogo|иного
posъla|посъла
i|и
togo|того
ubišę|оубишѧ
jьny|инъі
mъnogy|мъногъі
ovy|овъі
bьjǫћe|биѭще
ovy|овъі
ubьjǞjǫћe|оубиꙗѭще
ješčě|ѥщѣ
že|же
jьměaše|имѣаше
jedinogo|ѥдиного
syna|съіна
vъžĺubĺenajego|въжлюбл҄енаѥго
svojego|своѥго
posъla|посъла
i|и
togo|того
kъ|къ
ńimъ|н҄имъ
poslědь|послѣдь
golgoĺę|глаголѩ
ako|ако
posormĺǞjǫtъ|посрамлꙗѭтъ
sę|сѧ
syna|съіна
mojego|моѥго
oni|они
že|же
tęžǞteĺe|тѧжател҄е
kъ|къ
sebě|себѣ
rěšę|рѣшѧ
ako|ако
sь|сь
jestъ|ѥстъ
naslědьnikъ|наслѣдьникъ
prijьděte|приидѣте
ubьjěmъ|оубиѣмъ
jь|и
i|и
naše|наше
bǫdetъ|бѫдетъ
dostojǞnьje|достоꙗниѥ
i|и
jьmъše|имъше
ubišę|оубишѧ
jь|и
i|и
jьzvŕ̥gǫ|изврьгѫ
jь|и
vъnъ|вънъ
jьz|из
vinogorda|винограда
čьto|чьто
ubo|оубо
sъtvoritъ|сътворитъ
gospodь|господь
vinogorda|винограда
prijьdetъ|приидетъ
i|и
pogubitъ|погоубитъ
tęžǞteĺę|тѧжателѩ
i|и
dastъ|дастъ
vinogordъ|виноградъ
jьněmъ|инѣмъ
ni|ни
li|ли
sixъ|сихъ
jeste|ѥсте
kъńigъ|кън҄игъ
čьtli|чьтли
kamenь|камень
jegože|ѥгоже
neverdu|неврѣдоу
sъtvorišę|сътворишѧ
ziђǫћeji|зиждѫщеи
sь|сь
bystъ|бъістъ
vъ|въ
golvǫ|главѫ
ǫgъlu|ѫгълоу
otъ|отъ
gospoda|господа
bystъ|бъістъ
si|си
i|и
jestъ|ѥстъ
divьna|дивьна
vъ|въ
očьju|очию
našeju|нашею
i|и
jьskaaxǫ|искаахѫ
jęti|ѩти
jь|и
i|и
ubojǞšę|оубоꙗшѧ
sę|сѧ
naroda|народа
orzuměšę|разоумѣшѧ
bo|бо
ako|ако
kъ|къ
ńimъ|н҄имъ
reče|рече
pritъčǫ|притъчѫ
i|и
ostavĺьše|оставл҄ьше
jь|и
otidǫ|отидѫ
i|и
posъlašę|посълашѧ
kъ|къ
ńemu|н҄емоу
jediny|ѥдинъі
otъ|отъ
farisejь|фарисеи
i|и
irodьjǞny|иродиꙗнъі
da|да
jь|и
bǫ|бѫ
oblьstili|обльстили
slovomь|словомь
oni|они
že|же
prišьdъše|пришьдъше
golgolašę|глаголашѧ
jemu|ѥмоу
učiteĺu|оучителю
věmъ|вѣмъ
ako|ако
jьstinьnъ|истиньнъ
jesi|ѥси
i|и
ne|не
rodiši|родиши
ni|ни
o|о
nikomьže|никомьже
ne|не
zьriši|зьриши
bo|бо
na|на
like|лице
čьlověkomъ|чьловѣкомъ
nъ|нъ
vъ|въ
jьstinǫ|истинѫ
pǫti|пѫти
božьju|божию
učiši|оучиши
dostojitъ|достоитъ
li|ли
dati|дати
ḱinъsъ|к҄инъсъ
ḱesaŕevi|к҄есар҄еви
ili|или
ni|ни
damъ|дамъ
li|ли
ili|или
ne|не
damъ|дамъ
onъ|онъ
že|же
vědy|вѣдъі
jixъ|ихъ
likeměrьje|лицемѣриѥ
reče|рече
jimъ|имъ
čьto|чьто
mę|мѧ
okušǞjete|окоушаѥте
prinesěte|принесѣте
mi|ми
pěnęgь|пѣнѧѕь
da|да
viђǫ|виждѫ
oni|они
že|же
priněsę|принѣсѧ
i|и
golgola|глагола
jimъ|имъ
čьjь|чии
jestъ|ѥстъ
obrazъ|образъ
sь|сь
i|и
napisanьje|написаниѥ
oni|они
že|же
rěšę|рѣшѧ
jemu|ѥмоу
ḱesaŕevъ|к҄есар҄евъ
i|и
otъvěћǞvъ|отъвѣщавъ
jisusъ|исоусъ
reče|рече
jimъ|имъ
ḱesaŕeva|к҄есар҄ева
vъzdadite|въздадите
ḱesaŕovi|к҄есар҄ови
i|и
božьjǞ|божиꙗ
bogu|богоу
i|и
čudišę|чоудишѧ
sę|сѧ
o|о
ńemь|н҄емь
i|и
prijьdǫ|приидѫ
saduḱeji|садоук҄еи
kъ|къ
ńemu|н҄емоу
jiže|иже
golgoĺǫtъ|глаголѭтъ
ne|не
byti|бъіти
vъskrěšenьju|въскрѣшению
i|и
vъsprosišę|въспросишѧ
jь|и
golgoĺǫћe|глаголѭще
učiteĺu|оучителю
mosijь|мосии
napisa|написа
namъ|намъ
ako|ако
aћe|аще
komu|комоу
bratrъ|братръ
umьretъ|оумьретъ
i|и
ostavitъ|оставитъ
ženǫ|женѫ
a|а
čędъ|чѧдъ
ne|не
ostavitъ|оставитъ
da|да
pojьmetъ|поиметъ
bratrъ|братръ
ženǫ|женѫ
jego|ѥго
i|и
vъskrěsitъ|въскрѣситъ
sěmę|сѣмѧ
bratra|братра
svojego|своѥго
bě|бѣ
že|же
sedmь|седмь
bratrьję|братриѩ
i|и
pŕ̥vъjь|прьвъіи
poję|поѩ
ženǫ|женѫ
i|и
umiraję|оумираѩ
ne|не
ostavi|остави
sěmene|сѣмене
i|и
vъtorъjь|въторъіи
poję|поѩ
jǫ|ѭ
i|и
umertъ|оумрѣтъ
i|и
tъ|тъ
ne|не
ostavi|остави
sěmene|сѣмене
i|и
tretьjьjь|третиии
takoђe|такожде
i|и
pojęsę|поѩсѧ
jǫ|ѭ
sedmь|седмь
i|и
ne|не
ostavišę|оставишѧ
sěmene|сѣмене
poslědь|послѣдь
že|же
vьxěxъ|вьсѣхъ
umertъ|оумрѣтъ
i|и
žena|жена
vъ|въ
vъskrěšenьje|въскрѣшениѥ
ubo|оубо
jegъda|ѥгъда
vъskrьsnǫtъ|въскрьснѫтъ
kotorujemu|котороуѥмоу
jixъ|ихъ
bǫdetъ|бѫдетъ
žena|жена
sedmь|седмь
bo|бо
jixъ|ихъ
jьměšę|имѣшѧ
jǫ|ѭ
ženǫ|женѫ
i|и
otъvěћǞvъ|отъвѣщавъ
jisusъ|исоусъ
reče|рече
jimъ|имъ
ne|не
sego|сего
li|ли
radi|ради
blǫdite|блѫдите
ne|не
vědǫћe|вѣдѫще
kъńigъ|кън҄игъ
ni|ни
sily|силъі
božьję|божиѩ
jegъda|ѥгъда
bo|бо
jьz|из
mŕ̥tvъjixъ|мрьтвъіихъ
vъskrьsnǫtъ|въскрьснѫтъ
ni|ни
ženętъ|женѧтъ
sę|сѧ
ni|ни
posagajǫtъ|посагаѭтъ
nъ|нъ
sǫtъ|сѫтъ
ako|ако
anǵeli|анꙉели
na|на
nebesьxъ|небесьхъ
a|а
o|о
mŕ̥tvěxъjixъ|мрьтвъіихъ
ako|ако
vъstanǫtъ|въстанѫтъ
něste|нѣсте
li|ли
čьtli|чьтли
vъ|въ
kъńigaxъ|кън҄иѕахъ
mosejovaxъ|мосеовахъ
pri|при
kǫpině|кѫпинѣ
kako|како
reče|рече
jemu|ѥмоу
bogъ|богъ
golgoĺę|глаголѩ
azъ|азъ
bogъ|богъ
avraamĺь|авраамл҄ь
i|и
bogъ|богъ
isaakovъ|исааковъ
i|и
bogъ|богъ
ijǞkovĺь|иꙗковл҄ь
něstъ|нѣстъ
bogъ|богъ
mŕ̥tvъjixъ|мрьтвъіихъ
nъ|нъ
bogъ|богъ
živъjixъ|живъіихъ
vy|въі
ubo|оубо
mъnogo|мъного
blǫdite|блѫдите
i|и
pristǫpĺь|пристѫпл҄ь
jedinъ|ѥдинъ
otъ|отъ
kъńižьnikъ|кън҄ижьникъ
slyšǞvъ|слъішавъ
ję|ѩ
sъtęgajǫћę|сътѧгаѭщѧ
sę|сѧ
viděvъ|видѣвъ
ako|ако
dobrě|добрѣ
otъvěћǞ|отъвѣща
jimъ|имъ
vъsprosi|въспроси
jь|и
kajǞ|каꙗ
jestъ|ѥстъ
zapovědь|заповѣдь
pŕ̥vajǞ|прьваꙗ
vьxěxъ|вьсѣхъ
jisusъ|исоусъ
že|же
golgola|глагола
jemu|ѥмоу
ako|ако
pŕ̥vajǞ|прьваꙗ
zapovědь|заповѣдь
jestъ|ѥстъ
vьxěxъ|вьсѣхъ
slyši|слъіши
jizrajiĺu|издраилю
gospodь|господь
bogъ|богъ
našь|нашь
gospodь|господь
jedinъ|ѥдинъ
jestъ|ѥстъ
i|и
vъžĺubiši|въжлюбиши
gospoda|господа
boga|бога
tvojego|твоѥго
vьxěmь|вьсѣмь
sŕ̥dьkemь|срьдьцемь
tvojimь|твоимь
i|и
vьxejǫ|вьсеѭ
dušejǫ|доушеѭ
svojejǫ|своѥѭ
i|и
vьxejǫ|вьсеѭ
myslьjǫ|мъіслиѭ
svojejǫ|своѥѭ
i|и
vьxejǫ|вьсеѭ
krěpostьjǫ|крѣпостиѭ
svojejǫ|своѥѭ
si|си
pŕ̥vajǞ|прьваꙗ
vьxěxъ|вьсѣхъ
zapovědь|заповѣдь
i|и
vъtorajǞ|вътораꙗ
podobьna|подобьна
jejь|ѥи
vъžĺubiši|въжлюбиши
jьskrьńǞjego|искрьнꙗѥго
svojego|своѥго
ako|ако
samъ|самъ
sebe|себе
boĺьšę|бол҄ьшѧ
seju|сею
jьnoję|иноѩ
zapovědi|заповѣди
něstъ|нѣстъ
i|и
reče|рече
jemu|ѥмоу
kъńižьnikъ|кън҄ижьникъ
dobrě|добрѣ
učiteĺu|оучителю
vъ|въ
jьstinǫ|истинѫ
reče|рече
ako|ако
jedinъ|ѥдинъ
jestъ|ѥстъ
i|и
něstъ|нѣстъ
jьnogo|иного
razvě|развѣ
jego|ѥго
i|и
ježe|ѥже
ĺubiti|любити
jь|и
vьxěmь|вьсѣмь
sŕ̥dьkemь|срьдьцемь
i|и
vьxěmь|вьсѣмь
orzumomь|разоумомь
i|и
vьxejǫ|вьсеѭ
dušejǫ|доушеѭ
i|и
vьxejǫ|вьсеѭ
krěpostьjǫ|крѣпостиѭ
i|и
jьže|иже
ĺubitъ|любитъ
jьskrьńǞjego|искрьнꙗѥго
ako|ако
sebe|себе
boĺьjь|бол҄ии
jestъ|ѥстъ
vьxěxъ|вьсѣхъ
olokavъtomatъ|олокавътоматъ
i|и
žŕ̥tvъ|жрьтвъ
jisusъ|исоусъ
že|же
viděvъ|видѣвъ
jь|и
ako|ако
sъmyslьno|съмъісльно
otъvěћǞ|отъвѣща
reče|рече
jemu|ѥмоу
ne|не
daleče|далече
jesi|ѥси
otъ|отъ
kěsaŕьstvьjǞ|цѣсар҄ьствиꙗ
božьjǞ|божиꙗ
i|и
nikъtože|никътоже
ne|не
sъměaše|съмѣаше
jego|ѥго
kъ|къ
tomu|томоу
vъsprositi|въспросити
i|и
otъvěћǞvъ|отъвѣщавъ
jisusъ|исоусъ
golgolaaše|глаголааше
učę|оучѧ
vъ|въ
kŕ̥kъve|црькъве
kako|како
golgoĺǫtъ|глаголѭтъ
kъńižьniki|кън҄ижьници
ako|ако
xristosъ|христосъ
synъ|съінъ
davydovъ|давъідовъ
jestъ|ѥстъ
tъ|тъ
bo|бо
reče|рече
davydъ|давъідъ
duxomь|доухомь
svętomь|свѧтомь
reče|рече
gospodь|господь
gospodi|господи
mojemu|моѥмоу
sědi|сѣди
o|о
desnǫjǫ|деснѫѭ
mene|мене
dońьdeže|дон҄ьдеже
položǫ|положѫ
vorgy|врагъі
tvoję|твоѩ
podъnožьje|подъножиѥ
nogama|ногама
tvojima|твоима
samъ|самъ
ubo|оубо
davydъ|давъідъ
narikajetъ|нарицаѥтъ
jь|и
gospoda|господа
i|и
kako|како
jemu|ѥмоу
jestъ|ѥстъ
synъ|съінъ
i|и
mъnogi|мъноѕи
narodi|народи
poslušǞaxǫ|послоушаахѫ
jego|ѥго
vъ|въ
solstь|сласть
i|и
golgolaaše|глаголааше
jimъ|имъ
vъ|въ
učenьji|оучении
svojemь|своѥмь
bĺuděte|блюдѣте
sę|сѧ
otъ|отъ
kъńižьnikъ|кън҄ижьникъ
xotęћьjixъ|хотѧщиихъ
vъ|въ
odějǞnьjixъ|одѣꙗниихъ
xoditi|ходити
i|и
kělovanьjǞ|цѣлованиꙗ
na|на
tr̥žiščixъ|тръжищихъ
i|и
perђesědanьjǞ|прѣждесѣданиꙗ
na|на
sъnьmiščixъ|съньмищихъ
i|и
pŕ̥vovъzleženьjǞ|прьвовъзлежениꙗ
na|на
večeŕǞxъ|вечерꙗхъ
pojǞdajǫћьjixъ|поꙗдаѭщиихъ
domy|домъі
vьdovikь|вьдовиць
i|и
nepъћevanьjemь|непъщеваниѥмь
daleče|далече
modlęћe|молѧще
sę|сѧ
sьji|сии
prijьmǫtъ|приимѫтъ
liše|лише
osǫђenьje|осѫждениѥ
i|и
sědъ|сѣдъ
jisusъ|исоусъ
prěmo|прѣмо
gazofilaḱijovi|газофилак҄иови
viděaše|видѣаше
kako|како
narodъ|народъ
metetъ|мететъ
mědь|мѣдь
vъ|въ
gazofilaḱijǫ|газофилак҄иѭ
i|и
mъnogi|мъноѕи
bogatiji|богатии
vъmětaaxǫ|въмѣтаахѫ
mъnoga|мънога
i|и
prišьdъši|пришьдъши
jedina|ѥдина
vьdovika|вьдовица
uboga|оубога
vъvŕ̥že|въврьже
dъvě|дъвѣ
lepъtě|лепътѣ
ježe|ѥже
jestъ|ѥстъ
kodrantъ|кодрантъ
i|и
prizъvavъ|призъвавъ
učeniky|оученикъі
svoję|своѩ
reče|рече
jimъ|имъ
aminь|аминь
golgoĺǫ|глаголѭ
vamъ|вамъ
ako|ако
vьdovika|вьдовица
si|си
ubogajǞ|оубогаꙗ
mъnogo|мъного
vьxěxъ|вьсѣхъ
vъvŕ̥že|въврьже
vъmětajǫћьjixъ|въмѣтаѭщиихъ
vъ|въ
gazofilaḱijǫ|газофилак҄иѭ
vьxi|вьси
bo|бо
otъ|отъ
jьzbytъka|избъітъка
svojego|своѥго
vъvŕ̥gǫ|въврьгѫ
a|а
si|си
otъ|отъ
lišenьjǞ|лишениꙗ
svojego|своѥго
vьxe|вьсе
jeliko|ѥлико
jьměaše|имѣаше
vъvŕ̥že|въврьже
vьxe|вьсе
žitьje|житиѥ
svoje|своѥ
i|и
jьsxodęћu|исходѧщоу
jemu|ѥмоу
otъ|отъ
kŕ̥kъve|црькъве
golgola|глагола
jemu|ѥмоу
jedinъ|ѥдинъ
otъ|отъ
učenikъ|оученикъ
svojixъ|своихъ
učiteĺu|оучителю
viђь|виждь
kakovo|каково
kamenьje|камениѥ
i|и
kakovo|каково
zьdanьje|зьданиѥ
jisusъ|исоусъ
že|же
otъvěћǞvъ|отъвѣщавъ
reče|рече
jemu|ѥмоу
vidiši|видиши
li|ли
velikajǞ|велицаꙗ
si|си
zьdanьjǞ|зьданиꙗ
ne|не
jьmatъ|иматъ
ostati|остати
sьde|сьде
kamenь|камень
na|на
kameni|камени
jьže|иже
ne|не
jьmatъ|иматъ
orzoriti|разорити
sę|сѧ
i|и
sědęћu|сѣдѧщоу
jemu|ѥмоу
na|на
gorě|горѣ
jeleonьskě|ѥлеоньсцѣ
prěmo|прѣмо
kŕ̥kъvi|црькъви
vъprašǞaxǫ|въпрашаахѫ
jь|и
jedinogo|ѥдиного
petrъ|петръ
i|и
ijǞkovъ|иꙗковъ
i|и
ijoanъ|иоанъ
i|и
anьdrějǞ|аньдрѣꙗ
rьki|рьци
namъ|намъ
kъgъda|къгъда
se|се
bǫdetъ|бѫдетъ
i|и
koje|коѥ
bǫdetъ|бѫдетъ
znamenьje|знамениѥ
jegъda|ѥгъда
jьmǫtъ|имѫтъ
sъkonьčǞti|съконьчати
sę|сѧ
vьxa|вьсꙗ
si|си
jisusъ|исоусъ
že|же
otъvěћǞvъ|отъвѣщавъ
načętъ|начѧтъ
golgolati|глаголати
jimъ|имъ
bĺuděte|блюдѣте
sę|сѧ
da|да
ne|не
kъto|къто
perlьstitъ|прѣльститъ
vasъ|васъ
mъnogi|мъноѕи
bo|бо
prijьdǫtъ|приидѫтъ
vъ|въ
moje|моѥ
jьmę|имѧ
golgoĺǫћe|глаголѭще
ako|ако
azъ|азъ
jesmь|ѥсмь
i|и
mъnogy|мъногъі
perlьstętъ|прѣльстѧтъ
jegъda|ѥгъда
že|же
uslyšite|оуслъішите
borni|брани
i|и
sluxy|слоухъі
bornьjь|брании
ne|не
užǞsajite|оужасаите
sę|сѧ
podobajetъ|подобаѥтъ
bo|бо
byti|бъіти
nъ|нъ
ne|не
ju|ю
konьčina|коньчина
vъstanetъ|въстанетъ
bo|бо
językъ|ѩзъікъ
na|на
językъ|ѩзъікъ
i|и
kěsaŕьstvo|цѣсар҄ьство
na|на
kěsaŕьstvo|цѣсар҄ьство
i|и
bǫdǫtъ|бѫдѫтъ
trǫsi|трѫси
po|по
města|мѣста
i|и
bǫdǫtъ|бѫдѫтъ
goldi|глади
i|и
męteži|мѧтежи
načęlo|начѧло
bolěznьmъ|болѣзньмъ
si|си
bĺuděte|блюдѣте
že|же
vy|въі
sę|сѧ
sami|сами
perdadętъ|прѣдадѧтъ
bo|бо
vy|въі
vъ|въ
sъnętьjǞ|сънѧтиꙗ
i|и
na|на
sъnьmiščixъ|съньмищихъ
bьjeni|биѥни
bǫdete|бѫдете
i|и
perdъ|прѣдъ
vojevodami|воѥводами
i|и
perdъ|прѣдъ
kěsaŕi|цѣсар҄и
stanete|станете
mene|мене
radi|ради
vъ|въ
sъvěděteĺьstvo|съвѣдѣтел҄ьство
jimъ|имъ
i|и
vъ|въ
vьxěxъ|вьсѣхъ
językěxъ|ѩзъіцѣхъ
podobajetъ|подобаѥтъ
perђe|прѣжде
propovědati|проповѣдати
sę|сѧ
jevanǵelьju|ѥванꙉелию
jegъda|ѥгъда
že|же
vodętъ|водѧтъ
vy|въі
perdajǫћe|прѣдаѭще
ne|не
pьkěte|пьцѣте
sę|сѧ
perђe|прѣжде
čьto|чьто
vъzgolgoĺete|възглагол҄ете
ni|ни
poučǞjite|пооучаите
sę|сѧ
nъ|нъ
ježe|ѥже
aћe|аще
dastъ|дастъ
sę|сѧ
vamъ|вамъ
vъ|въ
tъ|тъ
čǞsъ|часъ
to|то
golgoĺete|глагол҄ете
ne|не
vy|въі
bo|бо
bǫdete|бѫдете
golgoĺǫћeji|глаголѭщеи
nъ|нъ
duxъ|доухъ
svętъjь|свѧтъіи
perdastъ|прѣдастъ
že|же
bratrъ|братръ
bratra|братра
na|на
sъmŕ̥tь|съмрьть
i|и
otьkь|отьць
čędo|чѧдо
i|и
vъstanǫtъ|въстанѫтъ
čęda|чѧда
na|на
roditeĺę|родителѩ
i|и
ubьjǫtъ|оубиѭтъ
ję|ѩ
i|и
bǫdete|бѫдете
nenavidimi|ненавидими
vьxěmi|вьсѣми
jьmene|имене
mojego|моѥго
radi|ради
pertŕ̥pěvъjь|прѣтрьпѣвъіи
že|же
do|до
konьka|коньца
tъ|тъ
sъpasenъ|съпасенъ
bǫdetъ|бѫдетъ
jegъda|ѥгъда
že|же
mŕ̥zostь|мрьзость
uzьrite|оузьрите
zapustěnьjǞ|запоустѣниꙗ
rečenǫjǫ|реченѫѭ
daniilomь|данииломь
prorokomь|пророкомь
stojęћǫ|стоѩщѫ
jьdeže|идеже
ne|не
podobajetъ|подобаѥтъ
čьty|чьтъі
da|да
orzumějetъ|разоумѣѥтъ
tъgъda|тъгъда
jiže|иже
bǫdǫtъ|бѫдѫтъ
vъ|въ
ijudeji|июдеи
da|да
běgajǫtъ|бѣгаѭтъ
na|на
gory|горъі
i|и
jьže|иже
na|на
krově|кровѣ
da|да
ne|не
sъlazitъ|сълазитъ
vъ|въ
domъ|домъ
ni|ни
da|да
vъnidetъ|вънидетъ
vъzętъ|възѧтъ
česo|чесо
otъ|отъ
domu|домоу
svojego|своѥго
i|и
syjь|съіи
na|на
selě|селѣ
da|да
ne|не
vъzvortitъ|възвратитъ
sę|сѧ
vъspętь|въспѧть
vъzętъ|възѧтъ
rizъ|ризъ
svojixъ|своихъ
goŕe|гор҄е
že|же
neporzdьnamъjimъ|непраздьнъіимъ
i|и
dojęћǞmъjimъ|доѩщиимъ
vъ|въ
ty|тъі
dьni|дьни
modlite|молите
že|же
sę|сѧ
da|да
ne|не
bǫdetъ|бѫдетъ
běstvo|бѣство
vaše|ваше
zimě|зимѣ
bǫdǫtъ|бѫдѫтъ
bo|бо
dьne|дьне
ti|ти
skr̥bьni|скръбьни
ako|ако
ne|не
bystъ|бъістъ
takova|такова
otъ|отъ
načęla|начѧла
zьdanьju|зьданию
ježe|ѥже
sъzьda|съзьда
bogъ|богъ
do|до
nyně|нъінѣ
i|и
ne|не
bǫdetъ|бѫдетъ
i|и
aћe|аще
ne|не
bi|би
gospodь|господь
perkortilъ|прѣкратилъ
dьnьjь|дьнии
ne|не
bi|би
byla|бъіла
sъpasena|съпасена
vьxaka|вьсꙗка
plъtь|плъть
nъ|нъ
jьzbьranъjixъ|избьранъіихъ
radi|ради
jęže|ѩже
jьzbьra|избьра
perkortitъ|прѣкратитъ
dьni|дьни
i|и
tъgъda|тъгъда
aћe|аще
rečetъ|речетъ
kъto|къто
vamъ|вамъ
se|се
sьde|сьде
xristosi|христоси
se|се
ovъde|овъде
ne|не
jьměte|имѣте
věry|вѣръі
vъstanǫtъ|въстанѫтъ
bo|бо
lъži|лъжи
xristosi|христоси
i|и
lъži|лъжи
proroki|пророци
i|и
dadętъ|дадѧтъ
znamenьjǞ|знамениꙗ
i|и
čudesa|чоудеса
da|да
perlьstętъ|прѣльстѧтъ
aћe|аще
vъzmožьno|възможьно
jьzbьranyję|избьранъіѩ
