povědaaše|повѣдааше
propověђь|проповѣждь
božьjǞ|божиꙗ
čudesa|чоудеса
velikajǞ|велицаꙗ
kako|како
zakonъ|законъ
ostǫpajetъ|остѫпаѥтъ
kako|како
bolgodětь|благодѣть
|
kako|како
obrazi|образи
mimoxodętъ|мимоходѧтъ
kako|како
jьstina|истина
propovědajetъ|проповѣдаѥтъ
sę|сѧ
kako|како
sěnь|сѣнь
mimoxoditъ|мимоходитъ
kako|како
sl̥nьke|слъньце
vъsedĺenǫjǫ|въседл҄енѫѭ
jьspĺ̥ńǞjetъ|испльнꙗѥтъ
kako|како
vetъxъjь|ветъхъіи
zakonъ|законъ
|
kako|како
že|же
novъjь|новъіи
|
sę|сѧ
kako|како
|
per+jьdošę|пер+идошѧ
kako|како
novajǞ|новаꙗ
prokvišę|проквишѧ
dъvoji|дъвои
ĺudьje|людиѥ
vъ|въ
|
vъ|въ
|
mǫkě|мѫцѣ
vъ|въ
vermę|врѣмѧ
prijьdošę|приидошѧ
jevrejьskiji|ѥвреисции
kupьno|коупьно
že|же
i|и
|
dъva|дъва
kěsaŕǞ|цѣсарꙗ
pilat|пилат
i|и
irodъ|иродъ
dъva|дъва
ijerejǞ|иѥреꙗ
anъnъ|анънъ
i|и
kajijǞfa|каиꙗфа
da|да
obě|обѣ
pasxě|пассѣ
vъkupě|въкоупѣ
bǫdete|бѫдете
ova|ова
perstajǫћi|прѣстаѭщи
a|а
|
načinajǫћi|начинаѭщи
dъvě|дъвѣ
žŕ̥tvě|жрьтвѣ
vъ|въ
tъ|тъ
večerъ|вечеръ
dajǞašete|даꙗашете
sę|сѧ
pońeže|пон҄еже
sъpasenьje|съпасениѥ
golgoĺǫ|глаголѭ
živomъjimъ|живъіимъ
i|и
mŕ̥tvomъjimъ|мрьтвъіимъ
byvaaše|бъівааше
ijudeji|июдеи
že|же
sъvęzajǫћe|съвѧзаѭще
agnьka|агньца
|
a|а
jiže|иже
otъ|отъ
|
vъ|въ
plъtь|плъть
boga|бога
i|и
ovi|ови
vъ|въ
sěnь|сѣнь
|
ovi|ови
že|же
kъ|къ
sl̥nьku|слъньцоу
i|и
bogu|богоу
|
i|и
ovi|ови
sъvęzavъše|съвѧзавъше
xristosa|христоса
|
a|а
jiže|иже
otъ|отъ
|
|
jego|ѥго
prijьmaaxǫ|приимаахѫ
nъ|нъ
ijudeji|июдеи
|
ježe|ѥже
otъ|отъ
jeǵüpьta|ѥꙉѵпьта
pomьněaxǫ|помьнѣахѫ
a|а
jiže|иже
otъ|отъ
|
jьzbavĺenьje|избавл҄ениѥ
jьže|иже
otъ|отъ
lьsti|льсти
propovědaaxǫ|проповѣдаахѫ
i|и
se|се
kъde|къде
vъ|въ
sijonově|сионовѣ
gordě|градѣ
kěsaŕǞ|цѣсарꙗ
velikajego|велицаѥго
vъ|въ
ńemьže|н҄емьже
i|и
tvori|твори
sъpasenьje|съпасениѥ
|
zemĺę|землѩ
|
dъvoju|дъвою
|
poznanъ|познанъ
byvъ|бъівъ
jisusъ|исоусъ
božьjь|божии
synъ|съінъ
|
otьka|отьца
i|и
duxa|доуха
oboju|обою
životu|животоу
životъ|животъ
otъ|отъ
života|живота
jьstinьnъjь|истиньнъіи
životъ|животъ
avĺǞję|авлꙗѩ
sę|сѧ
i|и
|
anǵelъ|анꙉелъ
i|и
čьlověkъ|чьловѣкъ
vъ|въ
jǞslьxъ|ꙗсльхъ
raђǞję|раждаѩ
sę|сѧ
|
dъvojixъjixъ|дъвоjиихъ
ĺudьjь|людии
kamenь|камень
|
ležę|лежѧ
i|и
meђu|междоу
zakonomь|закономь
i|и
proroky|пророкъі
vъkupě|въкоупѣ
propovědajemъjь|проповѣдаѥмъіи
i|и
|
mosijǞ|мосиꙗ
i|и
iliję|илиѩ
vъ|въ
gorě|горѣ
avĺǞję|авлꙗѩ
sę|сѧ
i|и
meђu|междоу
oběma|обѣма
orzbojьnikoma|разбоиникома
bogъ|богъ
orzumьnujemu|разоумьноуѥмоу
orzbojьniku|разбоиницоу
avĺǞję|авлꙗѩ
sę|сѧ
i|и
|
nastojęћęjeję|настоѩщѧѥѩ
|
i|и
grędǫћęjeję|грѧдѫщѧѥѩ
sǫdьji|сѫдии
věčьnъjь|вѣчьнъіи
sědę|сѣдѧ
i|и
dьnьsь|дьньсь
|
živъjixъ|живъіихъ
i|и
mŕ̥tvъjixъ|мрьтвъіихъ
avĺǞję|авлꙗѩ
sę|сѧ
sugubǫ|соугоубѫ
paky|пакъі
silǫ|силѫ
|
sugubǫ|соугоубѫ
bo|бо
|
vъkupě|въкоупѣ
i|и
|
i|и
slyšǞ|слъіша
vъ|въ
rěči|рѣчи
|
veћi|вещи
i|и
|
čudesa|чоудеса
anǵelъ|анꙉелъ
mariji|марии
materi|матери
xristosově|христосовѣ
|
jego|ѥго
bolgověstova|благовѣстова
anǵelъ|анꙉелъ
mariji|марии
magъdalyńi|магъдалъін҄и
|
jego|ѥго
ježe|ѥже
otъ|отъ
groba|гроба
bolgověstьstvova|благовѣстьствова
noћьjǫ|нощиѭ
corrupted morphology tag|црароуптед мрапhологъі таг
vъ|въ
|
raђǞjetъ|раждаѥтъ
sę|сѧ
vŕ̥tъpъ|врьтъпъ
jьz|из
kamene|камене
jьdeže|идеже
corrupted morphology tag|црароуптед мрапhологъі таг
rodi|роди
sę|сѧ
vŕ̥tъpъ|врьтъпъ
jьz|из
kamene|камене
jьdeže|идеже
corrupted morphology tag|црароуптед мрапhологъі таг
|
sę|сѧ
|
vъ|въ
|
prijemĺetъ|приѥмл҄етъ
|
i|и
sьde|сьде
|
sę|сѧ
|
roђь|рождь
sę|сѧ
prijętъ|приѩтъ
|
i|и
vъ|въ
pogrebenьje|погребениѥ
i|и
|
prijemĺetъ|приѥмл҄етъ
tu|тоу
ijosifъ|иосифъ
|
mǫžь|мѫжь
marijinъ|мариинъ
sьde|сьде
ijosifъ|иосифъ
jьže|иже
otъ|отъ
arimateję|ариматеѩ
vъ|въ
vitьlejemě|витьлеѥмѣ
vъ|въ
jǞslьxъ|ꙗсльхъ
|
nъ|нъ
i|и
vъ|въ
grobě|гробѣ
ako|ако
i|и
vъ|въ
jǞslьxъ|ꙗсльхъ
město|мѣсто
pŕ̥viji|прьвии
|
xristosovo|христосово
bolgověstьstvujǫtъ|благовѣстьствоуѭтъ
|
nъ|нъ
i|и
pŕ̥viji|прьвии
vьxěmъ|вьсѣмъ
|
xristosovi|христосови
učeniki|оученици
bolgověstovašę|благовѣстовашѧ
xristosovoje|христосовоѥ
jьz|из
mŕ̥tvъjixъ|мрьтвъіихъ
|
tu|тоу
raduji|радоуи
sę|сѧ
anǵelъ|анꙉелъ
|
vъzъpi|възъпи
i|и
sьde|сьде
radujite|радоуите
sę|сѧ
velika|велица
sъvěta|съвѣта
anǵelъ|анꙉелъ
corrupted morphology tag|црароуптед мрапhологъі таг
ženamъ|женамъ
vъpьjǞaše|въпиꙗаше
vъ|въ
pŕ̥voje|прьвоѥ
|
xristosъ|христосъ
po|по
trьxъ|трьхъ
desętьxъ|десѧтьхъ
dьnъ|дьнъ
vъnide|въниде
vъ|въ
zemьnъjь|земьнъіи
ijerusalimъ|иѥроусалимъ
vъ|въ
kŕ̥kъve|црькъве
i|и
prinese|принесе
ako|ако
pŕ̥věnьkь|прьвѣньць
dъva|дъва
|
bogovi|богови
nъ|нъ
i|и
vъ|въ
pogrebenьje|погребениѥ
jego|ѥго
že|же
otъ|отъ
mŕ̥tvъjixъ|мрьтвъіихъ
corrupted morphology tag|црароуптед мрапhологъі таг
po|по
četyrьxъ|четъірьхъ
desętьxъ|десѧтьхъ
dьnьjь|дьнии
vъzide|възиде
vъ|въ
vyšьńьjь|въішьн҄ии
ijerusalimъ|иѥроусалимъ
jǫduže|ѭдоуже
ne|не
orzlǫči|разлѫчи
sę|сѧ
vъ|въ
jьstinьnajǞ|истиньнаꙗ
svętajǞ|свѧтаꙗ
svętomъjimъ|свѧтъіимъ
ako|ако
pŕ̥věnьkь|прьвѣньць
|
jьz|из
mŕ̥tvъjixъ|мрьтвъіихъ
i|и
prinosę|приносѧ
bogovi|богови
i|и
otьku|отьцоу
dъva|дъва
|
dušǫ|доушѫ
i|и
plъtь|плъть
našę|нашѧ
jegože|ѥгоже
i|и
prijętъ|приѩтъ
ako|ако
sümejonъ|сѵмеонъ
jeterъ|ѥтеръ
vetъxъjь|ветъхъіи
dьnьmъ|дьньмъ
bogъ|богъ
ako|ако
vъ|въ
rǫkě|рѫцѣ
svoji|свои
vъ|въ
svojǞ|своꙗ
|
aћe|аще
li|ли
|
ję|ѩ
a|а
ne|не
|
slyšiši|слъішиши
obličǞjǫtъ|обличаѭтъ
tę|тѧ
|
|
|
pogrebenьjǞ|погребениꙗ
xristosova|христосова
groba|гроба
akože|акоже
bo|бо
znamenanomъ|знаменаномъ
|
|
zatvoŕenomъ|затвор҄еномъ
corrupted morphology tag|црароуптед мрапhологъі таг
otъ|отъ
děvy|дѣвъі
rodi|роди
sę|сѧ
tako|тако
ne|не
otvŕ̥zenomъ|отврьзеномъ
sǫћemъ|сѫщемъ
|
|
xristosovo|христосово
|
bystъ|бъістъ
kako|како
že|же
vъ|въ
grobě|гробѣ
jьnъgъda|инъгъда
i|и
otъ|отъ
kъjixъ|къіихъ
corrupted morphology tag|црароуптед мрапhологъі таг
|
polagajetъ|полагаѥтъ
sę|сѧ
svętъjixъ|свѧтъіихъ
slovesъ|словесъ
da|да
slyšimъ|слъішимъ
pozdě|поздѣ
že|же
byvъši|бъівъши
reče|рече
prijьde|прииде
čьlověkъ|чьловѣкъ
bogatъ|богатъ
jьmenьmь|именьмь
ijosifъ|иосифъ
sь|сь
dŕ̥znǫvъ|дрьзнѫвъ
vъnide|въниде
kъ|къ
pilatu|пилатоу
i|и
prosi|проси
těla|тѣла
jisusova|исоусова
vъnide|въниде
čьlověkъ|чьловѣкъ
kъ|къ
čьlověku|чьловѣкоу
prosę|просѧ
prijęti|приѩти
boga|бога
čьlověkomъ|чьловѣкомъ
prošǞaše|прошааше
bŕ̥nьje|брьниѥ
u|оу
bŕ̥nьjǞ|брьниꙗ
prijęti|приѩти
|
vьxěmъ|вьсѣмъ
sěno|сѣно
otъ|отъ
sěna|сѣна
prijęti|приѩти
ǵejonьskajego|ꙉеоньскаѥго
ogńǞ|огнꙗ
kapĺǞ|каплꙗ
mala|мала
otъ|отъ
kapĺę|каплѩ
prijęti|приѩти
bezdъnǫ|бездънѫ
kъto|къто
vidě|видѣ
ili|или
kъto|къто
slyšǞ|слъіша
kъde|къде
čьlověka|чьловѣка
čьlověkovi|чьловѣкови
|
čьlověkomъ|чьловѣкомъ
dajǫћǞ|даѭща
bezakonьnikъ|безаконьникъ
pravьdьnika|правьдьница
i|и
|
zakonomъ|закономъ
|
sę|сѧ
dati|дати
sǫdьji|сѫдии
osǫђenъ|осѫжденъ
ako|ако
i|и
osǫђena|осѫждена
sǫdьjǫ|сѫдиѭ
sǫdьjǞmъ|сѫдиꙗмъ
vъ|въ
pogrebenьje|погребениѥ
dajetъ|даѥтъ
pozdě|поздѣ
byvъšu|бъівъшоу
prijьde|прииде
čьlověkъ|чьловѣкъ
jьmenьmь|именьмь
ijosifъ|иосифъ
vъ|въ
jьstinǫ|истинѫ
bogatъ|богатъ
ako|ако
vьxe|вьсе
sъloženoje|съложеноѥ
tělo|тѣло
gospodьńe|господьн҄е
prijьmъ|приимъ
vъ|въ
jьstinǫ|истинѫ
bogatъ|богатъ
ako|ако
sugubǫjǫ|соугоубѫѭ
|
xristosovǫ|христосовѫ
otъ|отъ
pilata|пилата
prijętъ|приѩтъ
i|и
bogatъ|богатъ
ako|ако
|
bisьra|бисьра
dostojьnъ|достоинъ
bystъ|бъістъ
prijęti|приѩти
vъ|въ
jьstinǫ|истинѫ
bogatъ|богатъ
vъlagališče|вълагалище
bo|бо
ponese|понесе
pĺ̥no|пльно
|
bogatьstva|богатьства
kako|како
bo|бо
ne|не
bogatъ|богатъ
vьxemu|вьсемоу
miru|мироу
|
|
sъtęžǞvъ|сътѧжавъ
kako|како
ne|не
bogatъ|богатъ
ijosifъ|иосифъ
darъ|даръ
prijьmъ|приимъ
|
vьxę|вьсѧ
i|и
vьxěmi|вьсѣми
obvoldajǫћǞjego|обладаѭщаѥго
pozdě|поздѣ
byvъšu|бъівъшоу
bě|бѣ
bo|бо
ubo|оубо
|
vъ|въ
adъ|адъ
pravьdьnoje|правьдьноѥ
sl̥nьke|слъньце
|
prijьde|прииде
čьlověkъ|чьловѣкъ
bogatъ|богатъ
jьmenьmь|именьмь
ijosifъ|иосифъ
otъ|отъ
arimateję|ариматеѩ
jьže|иже
bě|бѣ
krъję|кръіѩ
sę|сѧ
straxa|страха
radi|ради
ijudejьska|июдеиска
prijьde|прииде
že|же
i|и
nikodimъ|никодимъ
prišьdъjь|пришьдъіи
kъ|къ
jisusovi|исоусови
noћьjǫ|нощиѭ
tajьny|таинъі
tajьnamъ|таинамъ
potajeny|потаѥнъі
dъva|дъва
potajena|потаѥна
učenika|оученица
sъkrytъ|съкръітъ
jisusa|исоуса
vъ|въ
grobě|гробѣ
grędete|грѧдете
sъkrъvenǫjǫ|съкръвенѫѭ
vъ|въ
adě|адѣ
tajьnǫ|таинѫ
potajenujemu|потаѥноуѥмоу
vъ|въ
plъti|плъти
bogu|богоу
svojimь|своимь
|
učęћǞ|оучѧща
drugъ|дроугъ
že|же
druga|дроуга
|
vъ|въ
božьjǫ|божиѭ
ĺubъve|любъве
nikodimъ|никодимъ
bo|бо
vъ|въ
|
i|и
|
|
a|а
ijosifъ|иосифъ
vъ|въ
|
ježe|ѥже
kъ|къ
pilatu|пилатоу
|
sь|сь
bo|бо
vьxakъ|вьсꙗкъ
straxъ|страхъ
otъvŕ̥gъ|отъврьгъ
|
vъnide|въниде
kъ|къ
pilatu|пилатоу
prosę|просѧ
těla|тѣла
jisusova|исоусова
i|и
vъšьdъ|въшьдъ
|
otъnǫdь|отънѫдь
načętъ|начѧтъ
da|да
vъžĺubĺenyjeję|въжлюбл҄енъіѥѩ
mysli|мъісли
ne|не
|
|
ne|не
načinajetъ|начинаѥтъ
velikamijimi|велицъіими
rěčьmi|рѣчьми
někyjimi|нѣкъіими
kъ|къ
pilatu|пилатоу
da|да
ne|не
vъ|въ
sego|сего
|
|
prošenьjǞ|прошениꙗ
ni|ни
golgoĺetъ|глагол҄етъ
kъ|къ
ńemu|н҄емоу
daђь|даждь
mi|ми
tělo|тѣло
jisusovo|исоусово
|
sl̥nьke|слъньце
perђe|прѣжде
mala|мала
vermene|врѣмене
i|и
kamenьje|камениѥ
|
i|и
zemĺǫ|землѭ
potręsъšǞ|потрѧсъша
i|и
groby|гробъі
otvŕ̥zъšǞ|отврьзъша
i|и
katapetazmǫ|катапетазмѫ
kŕ̥kъvьnǫjǫ|црькъвьнѫѭ
orzdьravъšǞ|раздьравъша
ničьtože|ничьтоже
takovo|таково
kъ|къ
pilatu|пилатоу
golgoĺetъ|глагол҄етъ
nъ|нъ
čьto|чьто
prošenьje|прошениѥ
někoje|нѣкоѥ
malo|мало
o|о
sǫdьji|сѫдии
i|и
otъnǫdь|отънѫдь
mala|мала
prosę|просѧ
kъ|къ
tebě|тебѣ
prijьdoxъ|приидохъ
daђь|даждь
mi|ми
tělo|тѣло
mŕ̥tvo|мрьтво
na|на
pogrebenьje|погребениѥ
onogo|оного
osǫђenajego|осѫжденаѥго
otъ|отъ
tebe|тебе
jisusa|исоуса
nazarějǞ|назарѣꙗ
jisusa|исоуса
nišћǞjego|нищаѥго
jisusa|исоуса
|
jisusa|исоуса
sego|сего
vidęћǞjego|видѧщаѥго
naga|нага
sъměŕenajego|съмѣр҄енаѥго
jisusa|исоуса
|
jisusa|исоуса
okrъvenajego|окръвенаѥго
stornьnajego|страньнаѥго
i|и
vъ|въ
stornьněxъjixъ|страньнъіихъ
|
i|и
nebergoma|небрѣгома
vьxěmi|вьсѣми
vidęћǞ|видѧща
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
kajǞ|каꙗ
bo|бо
ti|ти
polьga|польѕа
otъ|отъ
těla|тѣла
stornьnajego|страньнаѥго
sego|сего
daђь|даждь
mi|ми
sego|сего
nazarějǞ|назарѣꙗ
stornьnajego|страньнаѥго
jemuže|ѥмоуже
storny|странъі
ne|не
sъvěmъ|съвѣмъ
stornьniji|страньнии
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
jemuže|ѥмоуже
otьka|отьца
ne|не
znajemъ|знаѥмъ
stornьniji|страньнии
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
jemuže|ѥмоуже
města|мѣста
i|и
žiliščǞ|жилища
ne|не
sъvěmъ|съвѣмъ
stornьniji|страньнии
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
ne|не
jьmǫћǞjego|имѫщаѥго
sьde|сьде
kъde|къде
golvy|главъі
podъkloniti|подъклонити
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
vъ|въ
stornьněxъjixъ|страньнъіихъ
ako|ако
stornьna|страньна
|
otъ|отъ
jǞslьjь|ꙗслии
ako|ако
stornьna|страньна
otъ|отъ
iroda|ирода
běžǞvъšǞ|бѣжавъша
daђь|даждь
mi|ми
sego|сего
stornьnajego|страньнаѥго
běžǞvъšǞjego|бѣжавъшаѥго
otъ|отъ
saměxъ|самѣхъ
|
vъ|въ
jeǵüpьtъ|ѥꙉѵпьтъ
jьže|иже
ni|ни
gorda|града
ni|ни
vьsi|вьси
ni|ни
xorma|храма
ni|ни
obvitěli|обитѣли
ni|ни
roda|рода
jьmatъ|иматъ
vъ|въ
ћuђijejь|щоуждиѥи
storně|странѣ
﻿sъ|﻿съ
materьjǫ|материѭ
jьmǫћǞjego|имѫщаѥго
žitьje|житиѥ
i|и
dŕ̥žęћǞjego|дрьжѧщаѥго
|
daђь|даждь
mi|ми
o|о
voldyko|владъіко
sego|сего
visęћǞjego|висѧщаѥго
na|на
dervě|дрѣвѣ
naga|нага
da|да
pokrъjǫ|покръіѭ
pokryvъšǞjego|покръівъшаѥго
mojego|моѥго
sъstava|състава
|
daђь|даждь
mi|ми
sego|сего
mŕ̥tvajego|мрьтваѥго
vъkupě|въкоупѣ
i|и
boga|бога
da|да
pokrъjǫ|покръіѭ
pokryvavъšǞjego|покръівавъшаѥго
mojǞ|моꙗ
bezakonьjǞ|безакониꙗ
daђь|даждь
mi|ми
sego|сего
mŕ̥tvajego|мрьтваѥго
da|да
pogrebǫ|погребѫ
pogrebъšǞjego|погребъшаѥго
vъ|въ
ijorъdaně|иоръданѣ
moję|моѩ
grěxy|грѣхъі
o|о
mŕ̥tvě|мрьтвѣ
modĺǫ|модлѭ
otъ|отъ
vьxěxъ|вьсѣхъ
obidǫ|обидѫ
prijьmъšu|приимъшоу
otъ|отъ
druga|дроуга
perdanu|прѣданоу
byvъšu|бъівъшоу
otъ|отъ
učenika|оученица
perdanu|прѣданоу
otъ|отъ
bratrьję|братриѩ
jьzgъnanu|изгънаноу
otъ|отъ
svojixъ|своихъ
orbъ|рабъ
za|за
uxo|оухо
udaŕenu|оудар҄еноу
o|о
mŕ̥tvě|мрьтвѣ
modĺǫ|модлѭ
osǫђenu|осѫжденоу
byvъšu|бъівъшоу
otъ|отъ
svoboђenъjixъ|свобожденъіихъ
otъ|отъ
ńego|н҄его
piћǫ|пищѫ
okьta|оцьта
napojenu|напоѥноу
otъ|отъ
jьskělěvъšьjixъ|исцѣлѣвъшиихъ
otъ|отъ
ńego|н҄его
jǞzvǫ|ꙗзвѫ
prijьmъšujemu|приимъшоуѥмоу
otъ|отъ
učenikъ|оученикъ
ostavĺenu|оставл҄еноу
otъ|отъ
svojeję|своѥѩ
matere|матере
lišenu|лишеноу
o|о
mŕ̥tvě|мрьтвѣ
o|о
pilate|пилате
modĺǫ|модлѭ
na|на
dervě|дрѣвѣ
visęћi|висѧщи
něstъ|нѣстъ
bo|бо
semu|семоу
otьka|отьца
na|на
zemĺi|земл҄и
ni|ни
druga|дроуга
kogo|кого
nyně|нъінѣ
ni|ни
učenika|оученица
ni|ни
ǫžiky|ѫжикъі
ni|ни
|
nъ|нъ
samъ|самъ
|
jedьnočędъ|ѥдьночѧдъ
vъ|въ
vьxemь|вьсемь
mirě|мирѣ
bogъ|богъ
i|и
jьnъ|инъ
nikъtože|никътоже
simъ|симъ
otъ|отъ
ijosifa|иосифа
kъ|къ
pilatu|пилатоу
rečenomъ|реченомъ
povelě|повелѣ
pilatъ|пилатъ
vъdati|въдати
jemu|ѥмоу
|
tělo|тѣло
jisusovo|исоусово
prišьdъ|пришьдъ
že|же
na|на
|
město|мѣсто
sъnętъ|сънѧтъ
boga|бога
vъ|въ
plъti|плъти
otъ|отъ
derva|дрѣва
i|и
polagajetъ|полагаѥтъ
na|на
zemĺi|земл҄и
vъ|въ
plъti|плъти
boga|бога
naga|нага
nъ|нъ
ni|ни
paky|пакъі
naga|нага
i|и
vidętъ|видѧтъ
ležęћǞ|лежѧща
nizъ|низъ
vъzvedъšǞjego|възведъшаѥго
vьxę|вьсѧ
|
i|и
byvajetъ|бъіваѥтъ
vъ|въ
malě|малѣ
bez|без
duxa|доуха
životъ|животъ
vьxěmъ|вьсѣмъ
i|и
duxъ|доухъ
i|и
vidętъ|видѧтъ
bez|без
očьju|очию
sъzьdavъšǞjego|съзьдавъшаѥго
|
i|и
ležitъ|лежитъ
|
vъskrěšenьje|въскрѣшениѥ
vьxěmъ|вьсѣмъ
i|и
|
byvajetъ|бъіваѥтъ
bogъ|богъ
plъtьjǫ|плътиѭ
vъskrěšǞjęjь|въскрѣшаѩи
mŕ̥tvyję|мрьтвъіѩ
i|и
mĺ̥čitъ|мльчитъ
vъ|въ
plъti|плъти
gromъ|громъ
božьjǞ|божиꙗ
slovese|словесе
i|и
|
byvajetъ|бъіваѥтъ
|
|
zemĺǫ|землѭ
rǫkojǫ|рѫкоѭ
|
ubo|оубо
ijosife|иосифе
jьsprošьjь|испрошии
i|и
prijьmъ|приимъ
věsi|вѣси
li|ли
ubo|оубо
kogo|кого
prijętъ|приѩтъ
pristǫpĺь|пристѫпл҄ь
kъ|къ
krьstu|крьстоу
i|и
sъnьmъ|съньмъ
jisusa|исоуса
věsi|вѣси
li|ли
ubo|оубо
kogo|кого
ponese|понесе
aћe|аще
ubo|оубо
věsi|вѣси
jegože|ѥгоже
dŕ̥žiši|дрьжиши
nyně|нъінѣ
bystъ|бъістъ
bogatъ|богатъ
kako|како
že|же
ubo|оубо
i|и
božьju|божию
tělesi|тѣлеси
semu|семоу
i|и
|
tvoriši|твориши
